iter	TotalF1	MultiClass
148	0.8132477608	0.5205330977
149	0.8130593333	0.5191788774
150	0.8146867142	0.5183420654
151	0.8156034955	0.5170125278
152	0.816359249	0.515971059
153	0.8159764964	0.5149791136
154	0.8172906605	0.513560742
155	0.8176931905	0.5115674085
156	0.8177556583	0.510342199
157	0.8191446128	0.5093702784
158	0.8197847767	0.5081000357
159	0.8198558397	0.5073339856
160	0.8199574686	0.5064823201
161	0.8199007648	0.5055378598
162	0.8206485912	0.5043289894
163	0.8230299917	0.5029217992
164	0.8231627441	0.5017924887
165	0.8229544874	0.5009642326
166	0.8231713614	0.4995830637
167	0.823345118	0.4989809148
168	0.8236040533	0.49796184
169	0.8235226154	0.4967431963
170	0.8247401364	0.4958983699
171	0.8258784842	0.4947125832
172	0.8262147357	0.4935904616
173	0.8262854095	0.492614556
174	0.8267150747	0.4918367681
175	0.8290060028	0.4903825901
176	0.8285641894	0.4892277166
177	0.8296426282	0.4885778596
178	0.8300544394	0.4876197388
179	0.8306908548	0.4865764373
180	0.8307072872	0.4849963592
181	0.8312044119	0.4841091846
182	0.8313770495	0.4828742662
183	0.8326667145	0.4820841028
184	0.8327062457	0.4812457089
185	0.8336965553	0.4805875755
186	0.8337992231	0.4795287546
187	0.8352338747	0.4786380099
188	0.835403133	0.4778609912
189	0.8357062061	0.4767937418
190	0.8351682806	0.4761366435
191	0.8362753649	0.4748292848
192	0.8369056687	0.4738399284
193	0.8370826909	0.4726752028
194	0.8383186115	0.4716943462
195	0.8388242648	0.4711302547
196	0.839095914	0.4704975249
197	0.8387377101	0.4692788521
198	0.8392166759	0.4687839943
199	0.838936476	0.4678966224
200	0.839449824	0.4662612366
201	0.8410754486	0.4655415557
202	0.841555502	0.4648821306
203	0.8419098702	0.4638302087
204	0.8423120492	0.4632045517
205	0.8421696316	0.4624325823
206	0.8429508643	0.4611886947
207	0.8428379927	0.459957512
208	0.8436135861	0.4587488589
209	0.8449392906	0.4575557644
210	0.8443261293	0.4569080366
211	0.8450615282	0.4561242766
212	0.844944912	0.4556248039
213	0.8451332592	0.4548105839
214	0.846085995	0.4538167412
215	0.8473638274	0.4528607015
216	0.84758887	0.4524476565
217	0.847706007	0.4515540175
218	0.8483539298	0.4506575934
219	0.8481699166	0.449968833
220	0.8491261748	0.4486956106
221	0.8486863984	0.4480759922
222	0.8491781382	0.4471601947
223	0.8503460671	0.4466839639
224	0.8501081577	0.4457667533
225	0.8502384417	0.4451158794
226	0.850686712	0.4442912208
227	0.8515728402	0.4435268397
228	0.8522211387	0.4424464752
229	0.8526937043	0.4418748663
230	0.8531644873	0.4411610435
231	0.8526891415	0.4401628323
232	0.8538812878	0.4394976429
233	0.8543271655	0.4389791117
234	0.8542080795	0.4383944014
235	0.8538686727	0.4379858116
236	0.8542589896	0.4371546703
237	0.8547068577	0.4363548944
238	0.8550176883	0.4352889431
239	0.8550196543	0.4346400489
240	0.8559588698	0.4336637579
241	0.8562484469	0.4326808988
242	0.8567675588	0.4316281451
243	0.8564040248	0.4309838996
244	0.8569717474	0.4303866451
245	0.8578330302	0.429593133
246	0.8571052046	0.4288837537
247	0.8576104912	0.4283759434
248	0.8584417545	0.4274960212
249	0.8585652848	0.4270439344
250	0.8593179023	0.4265016817
251	0.8589045799	0.4254673521
252	0.8590328082	0.4247732653
253	0.8595595338	0.4243367143
254	0.8605190239	0.4237192613
255	0.8602781948	0.4234406415
256	0.8608478933	0.4228079553
257	0.8622961011	0.4221285099
258	0.8629852407	0.4212924884
259	0.8624465719	0.4205917135
260	0.8636359332	0.4200618721
261	0.8630762466	0.4187359507
262	0.8632076876	0.4183123584
263	0.8634621485	0.4177067399
264	0.8633985302	0.4170910523
265	0.8641311444	0.4161563097
266	0.8640481388	0.4153986867
267	0.8645466244	0.4146015944
268	0.8645622787	0.413813569
269	0.8656625888	0.4131871096
270	0.8666958151	0.4125459747
271	0.8669567455	0.4120253499
272	0.8669493979	0.4113160423
273	0.866695025	0.4108941731
274	0.8670658721	0.4099758899
275	0.8673719421	0.409366338
276	0.8679717068	0.4085485587
277	0.8684813589	0.4080000646
278	0.8686178646	0.4073882687
279	0.8695852654	0.4064731327
280	0.8695585707	0.4058867377
281	0.8693870065	0.4052310345
282	0.8693846003	0.4049625297
283	0.8690055524	0.4040866124
284	0.8699199798	0.4034605141
285	0.8704140895	0.4030032689
286	0.8703675793	0.4023316944
287	0.8709593205	0.4015496964
288	0.8714637221	0.4010422873
289	0.8724592487	0.4004028735
290	0.8726890758	0.39974166
291	0.8745492723	0.3986964357
292	0.8750004095	0.397828756
293	0.8751574213	0.3968752441
294	0.8755363822	0.3962770437
295	0.8754764572	0.3955302353
296	0.8768054026	0.3944025241
297	0.876953858	0.3938794886
298	0.8772000751	0.393112344
299	0.8778661394	0.392344399
300	0.8778607775	0.3913656985
301	0.8779247534	0.3909854073
302	0.8786467994	0.3902402792
303	0.8793518159	0.3893832481
304	0.8787559401	0.3887557864
305	0.8786660344	0.3883736836
306	0.8798128801	0.3876203266
307	0.8795996595	0.3870217456
308	0.8805847023	0.3863527389
309	0.8806406399	0.3856503178
310	0.8806884323	0.3849642497
311	0.8808807547	0.3845941325
312	0.8818507924	0.3840873872
313	0.8815455191	0.3833714642
314	0.882235259	0.3826793238
315	0.8829275002	0.3818542163
316	0.8831855996	0.3813755185
317	0.8838280648	0.3809855427
318	0.8837891856	0.3807306496
319	0.8837343447	0.3801728391
320	0.884030381	0.3795368811
321	0.8837738867	0.3789520388
322	0.8831356212	0.3784910238
323	0.8837882696	0.3780593128
324	0.8838529823	0.3773244536
325	0.883863702	0.3769709197
326	0.8841158147	0.3765471353
327	0.8840658407	0.3761246099
328	0.8852419489	0.3755029991
329	0.8851718024	0.3748777539
330	0.8858316795	0.374370622
331	0.8855151925	0.3740231593
332	0.8858391477	0.373349005
333	0.8860286209	0.3729272134
334	0.8862225097	0.3724951903
335	0.8865599475	0.3718620904
336	0.8864087299	0.3714389909
337	0.8875520389	0.3707630195
338	0.8874848896	0.3702250215
339	0.8878957511	0.3697517642
340	0.887744818	0.3693092426
341	0.8877450496	0.3687729597
342	0.8882778809	0.368012993
343	0.888523403	0.3675159917
344	0.8891635497	0.3670173369
345	0.8896011021	0.3666836416
346	0.8896040458	0.365986431
347	0.8903605323	0.3654050628
348	0.8911176869	0.36470324
349	0.8910826893	0.3640928365
350	0.8915237321	0.3634962765
351	0.8921621598	0.363062712
352	0.8924105713	0.3624578743
353	0.8921535067	0.3617929329
354	0.8925963026	0.3613095583
355	0.89246418	0.3609352992
356	0.8920847503	0.3605088747
357	0.892089964	0.36016563
358	0.8918078787	0.3595980949
359	0.8924420567	0.3590262632
360	0.8922591709	0.358617094
361	0.8927035126	0.3584522044
362	0.8928289072	0.3580728578
363	0.8936797548	0.3574700328
364	0.8936812562	0.357104397
365	0.8941185241	0.3566166736
366	0.894666726	0.3561556094
367	0.8944817901	0.3557550446
368	0.8949263392	0.3554017209
369	0.8959424557	0.3547627444
370	0.8952726006	0.3543845446
371	0.8962261501	0.3539908878
372	0.8960927174	0.3532183116
373	0.896338794	0.3525532924
374	0.895894425	0.3518719703
375	0.8964079341	0.3512741541
376	0.8962093872	0.3507778684
377	0.8964054219	0.3503365827
378	0.8964709152	0.3500302838
379	0.8969795882	0.3495056173
380	0.8969456586	0.349105485
381	0.8973811112	0.3485314585
382	0.8978230029	0.347958681
383	0.8977584742	0.3476288281
384	0.8981082818	0.3470628538
385	0.8983970643	0.3466258405
386	0.8987715284	0.3458407658
387	0.8988013959	0.3454085966
388	0.8988960124	0.3447779686
389	0.8996168005	0.3444405361
390	0.8999899223	0.3437922804
391	0.9002085012	0.3434073917
392	0.900144854	0.3427734337
393	0.9004562499	0.3424245128
394	0.9005841284	0.3422143277
395	0.9009004677	0.3416610555
396	0.9012217514	0.3411862147
397	0.9014157598	0.3407130491
398	0.9013885097	0.3402642218
399	0.9017003958	0.3396816037
400	0.901827327	0.3392234918
401	0.9015088247	0.3388113049
402	0.9021636258	0.3381399653
403	0.9026070954	0.3376043415
404	0.9024807656	0.3372575479
405	0.9031186014	0.336803023
406	0.9030486838	0.3365258087
407	0.9030485091	0.336249676
408	0.9029239958	0.3357785191
409	0.9033039176	0.335243573
410	0.9030511362	0.3348650155
411	0.9027990824	0.3344973731
412	0.9026720994	0.3341106484
413	0.9029911353	0.3336663441
414	0.9031836914	0.333347632
415	0.9038072095	0.3329796508
416	0.9041529941	0.3325648995
417	0.9038352019	0.332014285
418	0.9040277869	0.331752063
419	0.9048743824	0.3308982475
420	0.9043054639	0.330507839
421	0.9041185395	0.3300694331
422	0.9044950469	0.3298598882
423	0.9051518832	0.3293056013
424	0.9050219295	0.3286444196
425	0.9056529763	0.3281968042
426	0.9057490034	0.3276705888
427	0.9057786659	0.327416382
428	0.9065668317	0.3269781168
429	0.9067563914	0.3265665354
430	0.9067575205	0.326312356
431	0.9066346587	0.3258247026
432	0.9069516387	0.3256502469
433	0.9068205239	0.325316345
434	0.9077008376	0.3248582337
435	0.9076381893	0.3242388477
436	0.9078286456	0.3235457568
437	0.909245543	0.3230281408
438	0.9091818337	0.3224295143
439	0.9091760734	0.3220014039
440	0.9098403992	0.3215642756
441	0.9096185979	0.3212074471
442	0.9101573894	0.3207346912
443	0.9102438896	0.3204659399
444	0.9107539157	0.3199455801
445	0.9103433903	0.3193444537
446	0.9104698763	0.3191662974
447	0.9106851028	0.3188786417
448	0.911036849	0.3185825739
449	0.9111628593	0.3181712963
450	0.911169518	0.3177520456
451	0.911002722	0.3173505773
452	0.911698763	0.3169319704
453	0.9116065537	0.3164996269
454	0.9119484386	0.3158998159
455	0.9126433748	0.3156063044
456	0.9123017148	0.3152312754
457	0.9122422001	0.3145420063
458	0.9125825795	0.3141968457
459	0.9130255946	0.3138967034
460	0.9130838961	0.3134714799
461	0.9129548118	0.3131889109
462	0.9130860629	0.3127209191
463	0.9134668049	0.3124683835
464	0.91353024	0.3120922387
465	0.9130873453	0.3117779329
466	0.9137185408	0.311375606
467	0.9139060034	0.3111737267
468	0.9144080022	0.3107394145
469	0.9142177645	0.3102851836
470	0.914276403	0.309874437
471	0.9148460104	0.3095889769
472	0.9147832077	0.3092158248
473	0.914406742	0.308795348
474	0.9147857596	0.3083405535
475	0.9151634392	0.3079677737
476	0.9150430024	0.3076087514
477	0.915101548	0.3074303439
478	0.915667129	0.3069653438
479	0.9162338223	0.3064957654
480	0.9164234533	0.3061615579
481	0.916613909	0.3055853922
482	0.9168069479	0.3051257603
483	0.9168685722	0.3047082171
484	0.9172480448	0.3044429777
485	0.9173679795	0.3039365572
486	0.9178696311	0.3035761366
487	0.91774483	0.3032512277
488	0.9175606383	0.3026510407
489	0.917620324	0.3022539631
490	0.9178741846	0.3020402018
491	0.9184339203	0.3017209572
492	0.9178067463	0.3014536851
493	0.9189388782	0.3009935308
494	0.9187517664	0.3006769451
495	0.9187482523	0.3003683805
496	0.9195678655	0.2998542233
497	0.9191268557	0.2995438535
498	0.9198198489	0.2990452071
499	0.9195061571	0.2985787993
500	0.9201947787	0.2982115363
501	0.9202578946	0.2977973906
502	0.9210125199	0.2974424658
503	0.9208892192	0.2971703371
504	0.9209518074	0.2965076171
505	0.9213877691	0.2962111535
506	0.9220160609	0.2959094456
507	0.9218910558	0.2955730014
508	0.9220161527	0.2953612162
509	0.9223951293	0.2950311069
510	0.9229556495	0.2945966186
511	0.9226431919	0.2943863066
512	0.9222669377	0.2940138097
513	0.9220824079	0.2935465435
514	0.9222062317	0.2931799013
515	0.9226445123	0.2928893108
516	0.9226445123	0.2927961911
517	0.9225191217	0.2924773988
518	0.9229604418	0.2921082446
519	0.9229633929	0.2918103568
520	0.9230880941	0.29162011
521	0.9239640431	0.2910067654
522	0.9238413121	0.2906219963
523	0.9239684785	0.2901646362
524	0.9244098574	0.2896913897
525	0.9244098574	0.2895301653
526	0.9241604918	0.2892447701
527	0.9240985983	0.289019331
528	0.9244148267	0.288735122
529	0.9247278621	0.2884813442
530	0.9244758552	0.2881502029
531	0.9249739349	0.2878376755
532	0.9249772971	0.287464493
533	0.9259198464	0.2870489979
534	0.9259176484	0.2867700996
535	0.9256030534	0.2864445995
536	0.9255442595	0.2862202754
537	0.9254195547	0.2858829192
538	0.9260456635	0.2855293227
539	0.9267960735	0.2851696123
540	0.9269825047	0.284733566
541	0.9269804992	0.2842352174
542	0.9266682309	0.2840297001
543	0.9273567653	0.2833230886
544	0.9278540416	0.2830240301
545	0.9279156057	0.2826727192
546	0.9284184089	0.282375287
547	0.9285431777	0.2821777995
548	0.9285414662	0.2819141171
549	0.9286688191	0.2816261376
550	0.9284195305	0.2813650906
551	0.9286712187	0.2811081027
552	0.9289227719	0.2806618186
553	0.9292355384	0.280022224
554	0.9292355384	0.2796371501
555	0.9294846764	0.2791802052
556	0.9297354727	0.2788307006
557	0.9301110515	0.2783795652
558	0.9299888108	0.2781862126
559	0.9300497532	0.2778482967
560	0.9301807343	0.2773541877
561	0.930303833	0.277079884
562	0.9301813823	0.2766637632
563	0.930119336	0.2763577971
564	0.9303058903	0.2761331671
565	0.9305574987	0.2758540619
566	0.9307483356	0.2755666163
567	0.9310645339	0.2753161722
568	0.9314404605	0.274949594
569	0.9310678295	0.2746907424
570	0.9316286273	0.2745399747
571	0.9318145842	0.2740081682
572	0.9317526133	0.2738278716
573	0.9325022507	0.2734482826
574	0.9329343409	0.2731311092
575	0.9330014307	0.2728277306
576	0.9333129829	0.2726020407
577	0.9334988903	0.2723765664
578	0.9334390043	0.2720322112
579	0.933191024	0.2717702443
580	0.9332514391	0.2714738113
581	0.9331293879	0.2712811307
582	0.9335621719	0.2707965197
583	0.934374243	0.2704206062
584	0.9346225124	0.2700839492
585	0.9346852935	0.2698240884
586	0.9344376247	0.2696667243
587	0.9347838542	0.2693021753
588	0.9351552418	0.2690156381
589	0.9359672624	0.2685663193
590	0.935966833	0.268181965
591	0.9359675472	0.2679094624
592	0.9357181317	0.2676319809
593	0.9360935301	0.2673427043
594	0.9359666772	0.2670911999
595	0.9359685716	0.2667132166
596	0.9359057993	0.2663975052
597	0.9359677772	0.2661987471
598	0.9360936082	0.2660080914
599	0.9361574748	0.2657432169
600	0.9362215244	0.265570068
601	0.9364070393	0.2651916492
602	0.9368413176	0.264861864
603	0.9367184098	0.264631648
604	0.9365316587	0.264311708
605	0.9367212701	0.2640292162
606	0.9367833378	0.2637078893
607	0.9370316408	0.2633023926
608	0.9372741051	0.2628337453
609	0.9373418838	0.262514077
610	0.9374046902	0.2620615556
611	0.937587175	0.2616243086
612	0.9379010196	0.2612674007
613	0.9379638004	0.2610722415
614	0.9380906739	0.260916718
615	0.938153452	0.2608182182
616	0.9384654075	0.2604644479
617	0.938465823	0.2603191245
618	0.9387802401	0.2600356235
619	0.9385335927	0.2596006989
620	0.9389407819	0.2591947656
621	0.939439153	0.2589257358
622	0.9394435056	0.2587226176
623	0.939999338	0.25849965
624	0.9399416186	0.2583077594
625	0.9396881018	0.258009765
626	0.9401896137	0.257788901
